Species_name	Nanopore_ID	Genome_ID	Sequence_size	N50	AR_gene_list	Genome_quality
Staphylococcus_haemolyticus	N174_BC09	s_6336	2771931	2656740	Aac6-Aph2;MECA;Dfr;BlaZ;TetK;TetK;	HIGH_QUAL
Staphylococcus_haemolyticus	N125_BC04	s_6078	2897849	1962579	Aac6-Aph2;BlaZ;MECA;MphC;BlaZ;MECA;Aph3-III;Sat4A;Far1;MsrA;Aac6-Aph2;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N103_BC04	s_5951	2524813	59473	MphC;MsrA;Aph3-III;TetK;Sat4A;AadD;ErmC;BlaZ;LnuA;BlaZ;Aac6-Aph2;BlaZ;ErmC;AadD;Aac6-Aph2;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N176_BC05	s_6346	2660193	2633727	MphC;Aph3-III;Aac6-Aph2;Aac6-Aph2;MECA;Sat4A;BlaZ;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N236_BC04	s_6612	2387671	200093		MEDIUM_QUAL
Staphylococcus_haemolyticus	N166_BC08	s_6288	2571054	2545472	Aac6-Aph2;MECA;Dfr;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N115_BC08	s_6006	2589773	1185401	BlaZ;MECA;	HIGH_QUAL
Staphylococcus_haemolyticus	N123_BC10	s_6068	2787428	374914	MECA;Aac6-Aph2;BlaZ;MECA;MphC;Aac6-Aph2;MsrA;Aac6-Aph2;Dfr;	HIGH_QUAL
Staphylococcus_haemolyticus	N230_BC10	s_6585	2733212	1576621	Dfr;BlaZ;MECA;Aac6-Aph2;MphC;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N184_BC07	s_6397	2559945	257116	AadD;AadD;TetK;BlaZ;TetK;BlaZ;TetK;BlaZ;MECA;MECA;	HIGH_QUAL
Staphylococcus_haemolyticus	N235_BC03	s_6608	2875972	354425	MECA;Aac6-Aph2;MphC;MsrA;BlaZ;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N123_BC01	s_6065	2714455	2639087	MphC;BlaZ;Aph3-III;MECA;Aac6-Aph2;Sat4A;Aac6-Aph2;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N158_BC03	s_6252	2750151	2573552	MECA;BlaZ;Aac6-Aph2;MsrA;MphC;Aac6-Aph2;MphC;MsrA;MphC;Aac6-Aph2;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N221_BC12	s_6560	2717852	535641	MphC;BlaZ;Aac6-Aph2;MECA;Aac6-Aph2;Dfr;Far1;	HIGH_QUAL
Staphylococcus_haemolyticus	N117_BC04	s_6017	1945669	75212	Aph3-III;Sat4A;BlaZ;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N161_BC03	s_6268	2543154	161094	Dfr;MECA;BlaZ;MphC;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N236_BC10	s_6615	2638892	204435	MECA;	HIGH_QUAL
Staphylococcus_haemolyticus	N179_BC11	s_6374	2736089	2623811	MphC;Aph3-III;Aac6-Aph2;Aph3-III;MECA;Sat4A;Sat4A;TetK;BlaZ;BlaZ;MsrA;Aac6-Aph2;	HIGH_QUAL
Staphylococcus_haemolyticus	N157_BC06	s_6247	2719720	2663725	BlaZ;Aph3-III;MECA;Aac6-Aph2;TetK;TetM;AadD;	HIGH_QUAL
Staphylococcus_haemolyticus	N114_BC06	s_6004	2568831	2233469	MECA;Dfr;Aac6-Aph2;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N128_BC07	s_6100	2633559	2607359	Aac6-Aph2;MECA;Dfr;MphC;BlaZ;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N227_BC06	s_6581	2625855	77815	Far1;BlaZ;MECA;	HIGH_QUAL
Staphylococcus_haemolyticus	N108_BC03	s_5975	2677407	2650771	MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N204_BC04	s_6504	2817281	573504	BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N117_BC08	s_6021	2660118	1492530	MphC;MsrA;Sat4A;Aph3-III;BlaZ;MECA;TetK;	HIGH_QUAL
Staphylococcus_haemolyticus	N105_BC04	s_5960	2683000	2317208	BlaZ;Aph3-III;MECA;Aac6-Aph2;Aac6-Aph2;Sat4A;MphC;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N210_BC06	s_6527	2559899	2534428	MECA;BlaZ;TetK;	HIGH_QUAL
Staphylococcus_haemolyticus	N189_BC05	s_6423	2711411	2564638	MECA;MsrA;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N150_BC01	s_6210	2631622	2605440	MphC;Dfr;MECA;MECA;MsrA;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N188_BC07	s_6416	2543381	161317	Aph3-III;Sat4A;BlaZ;Far1;Aac6-Aph2;MECA;MphC;Aac6-Aph2;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N120_BC12	s_6046	2946861	337215	Aph3-III;Sat4A;BlaZ;Sat4A;Aph3-III;MECA;Aac6-Aph2;CatA;TetK;BlaZ;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N130_BC05	s_6112	2450131	115280	BlaZ;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N189_BC02	s_6421	2664347	446824	MECA;Aph3-III;Sat4A;BlaZ;MphC;Aac6-Aph2;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N212_BC05	s_6534	2536415	429894		HIGH_QUAL
Staphylococcus_haemolyticus	N198_BC08	s_6471	2685774	130508		HIGH_QUAL
Staphylococcus_haemolyticus	N188_BC03	s_6414	2147721	465638	Aph3-III;MECA;BlaZ;TetK;Sat4A;Dfr;TetK;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N169_BC04	s_6307	2701879	2675000	MphC;Aph3-III;Aac6-Aph2;Aac6-Aph2;MECA;BlaZ;Sat4A;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N199_BC03	s_6476	2435452	137500	MECA;BlaZ;Aph3-III;Sat4A;Dfr;MphC;Aac6-Aph2;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N149_BC10	s_6209	2596382	598501	Aac6-Aph2;BlaZ;Far1;MECA;	HIGH_QUAL
Staphylococcus_haemolyticus	N147_BC09	s_6198	2583571	2557865	MphC;BlaZ;Aph3-III;Aph3-III;Sat4A;Dfr;MECA;Aac6-Aph2;MsrA;Sat4A;	HIGH_QUAL
Staphylococcus_haemolyticus	N142_BC01	s_6167	2612780	2586785	BlaZ;MECA;Far1;	HIGH_QUAL
Staphylococcus_haemolyticus	N108_BC02	s_5974	2673024	2646433	Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N127_BC03	s_6092	2587959	2534423	MECA;Aac6-Aph2;MECA;Dfr;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N175_BC10	s_6340	2594013	158566	Aph3-III;Sat4A;MECA;BlaZ;BlaZ;BlaZ;TetK;	HIGH_QUAL
Staphylococcus_haemolyticus	N219_BC07	s_6552	2483432	354027	Aac6-Aph2;BlaZ;BlaZ;MECA;	HIGH_QUAL
Staphylococcus_haemolyticus	N217_BC09	s_6545	2838690	1436984	Far1;TetK;BlaZ;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N200_BC01	s_6481	2432049	112800	MECA;Aac6-Aph2;MphC;Aac6-Aph2;MsrA;BlaZ;Sat4A;Aph3-III;	HIGH_QUAL
Staphylococcus_haemolyticus	N220_BC02	s_6554	2610820	2244449	BlaZ;MECA;TetK;	HIGH_QUAL
Staphylococcus_haemolyticus	N192_BC08	s_6448	2552163	1355776	MphC;Aph3-III;Aac6-Aph2;Sat4A;BlaZ;MsrA;MECA;TetK;	HIGH_QUAL
Staphylococcus_haemolyticus	N191_BC08	s_6443	2583386	2557680	MphC;Aph3-III;Aac6-Aph2;MECA;Sat4A;BlaZ;TetK;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N239_BC05	s_6624	2539141	256681	MECA;AadD;TetK;BlaZ;MphC;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N133_BC07	s_6130	2852302	2572190	Aac6-Aph2;MphC;BlaZ;Dfr;MsrA;MECA;Aac6-Aph2;BlaZ;BlaZ;Aac6-Aph2;TetK;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N172_BC09	s_6322	2644201	2570765	MphC;BlaZ;Sat4A;Aph3-III;Dfr;MECA;Aac6-Aph2;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N146_BC01	s_6191	2550868	2525484	MECA;Aac6-Aph2;Dfr;BlaZ;MECA;	HIGH_QUAL
Staphylococcus_haemolyticus	N168_BC06	s_6297	2666287	2606808	MphC;Aph3-III;BlaZ;Aac6-Aph2;MECA;Aac6-Aph2;Sat4A;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N155_BC06	s_6236	2570969	2533166	MECA;MECA;CatA;TetK;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N199_BC01	s_6474	1453188	40536	Aph3-III;Sat4A;MECA;Aac6-Aph2;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N197_BC06	s_6468	2565911	146279	Far1;	HIGH_QUAL
Staphylococcus_haemolyticus	N203_BC02	s_6496	1595047	491276		MEDIUM_QUAL
Staphylococcus_haemolyticus	N144_BC06	s_6178	2614029	2551026	TetK;MphC;BlaZ;Dfr;Aph3-III;Aac6-Aph2;MECA;MsrA;Sat4A;	HIGH_QUAL
Staphylococcus_haemolyticus	N134_BC07	s_6137	2594943	2547559	TetK;BlaZ;BlaZ;MECA;TetK;	HIGH_QUAL
Staphylococcus_haemolyticus	N190_BC08	s_6435	2342117	139743	TetK;BlaZ;BlaZ;MECA;BlaZ;VgaA;Dfr;MsrA;MphC;Aac6-Aph2;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N189_BC06	s_6424	2587001	2561261	MECA;	HIGH_QUAL
Staphylococcus_haemolyticus	N120_BC04	s_6039	2626800	2539977	BlaZ;MECA;TetK;	HIGH_QUAL
Staphylococcus_haemolyticus	N152_BC08	s_6218	2662398	2567662	Aac6-Aph2;MECA;BlaZ;Dfr;TetK;ErmC;	HIGH_QUAL
Staphylococcus_haemolyticus	N126_BC02	s_6085	2914712	2371461	Dfr;MECA;BlaZ;Aac6-Aph2;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N130_BC06	s_6113	2738203	1703211	MECA;TetK;Aph3-III;BlaZ;Sat4A;	HIGH_QUAL
Staphylococcus_haemolyticus	N129_BC04	s_6105	2488818	2464050	BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N198_BC09	s_6472	2601504	1352246	Sat4A;Aph3-III;MECA;TetK;BlaZ;MphC;Aac6-Aph2;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N131_BC08	s_6118	2685398	720697	Sat4A;Aph3-III;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N123_BC12	s_6069	2724131	1425043	MphC;AadD;MsrA;MsrA;TetK;AadD;Far1;Far1;MsrA;MsrA;Aac6-Aph2;MphC;MsrA;MECA;BlaZ;Dfr;	HIGH_QUAL
Staphylococcus_haemolyticus	N173_BC07	s_6329	2549708	1571785	Aph3-III;MECA;BlaZ;Sat4A;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N212_BC02	s_6531	2056070	69317	Aac6-Aph2;MphC;MsrA;Dfr;MphC;MECA;MsrA;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N203_BC08	s_6499	2648233	2519246	Dfr;	HIGH_QUAL
Staphylococcus_haemolyticus	N161_BC09	s_6270	2847789	1665471	MECA;AadD;BlaZ;Aac6-Aph2;DfrC;TetM;AadD;AadD;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N125_BC10	s_6082	2673093	2607433	Aac6-Aph2;MECA;MphC;BlaZ;MsrA;Dfr;Aac6-Aph2;DfrC;	HIGH_QUAL
Staphylococcus_haemolyticus	N220_BC11	s_6557	2876774	1452069	BlaZ;MECA;Aph3-III;Sat4A;BlaZ;BlaZ;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N134_BC01	s_6134	2727823	2351720	TetM;BlaZ;MECA;Aac6-Aph2;Aph3-III;TetK;AadD;	HIGH_QUAL
Staphylococcus_haemolyticus	N181_BC10	s_6385	2643529	2506988	Aac6-Aph2;	HIGH_QUAL
Staphylococcus_haemolyticus	N163_BC06	s_6278	2718228	2444033	Aac6-Aph2;MsrA;Aac6-Aph2;MsrA;TetK;BlaZ;MsrA;BlaZ;Aac6-Aph2;Aac6-Aph2;MphC;MsrA;BlaZ;MECA;Aac6-Aph2;Dfr;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N140_BC10	s_6161	2605374	2579452	MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N178_BC02	s_6361	2634928	2608713	MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N103_BC10	s_5953	2773930	1771307	MphC;MsrA;MECA;Aac6-Aph2;Dfr;BlaZ;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N223_BC08	s_6568	2433220	110426	BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N173_BC03	s_6327	2620736	2594664	Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N101_BC07	s_5946	2538353	2480720	MsrA;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N232_BC09	s_6592	2779639	680699	MECA;BlaZ;Aac6-Aph2;TetK;Dfr;	HIGH_QUAL
Staphylococcus_haemolyticus	N146_BC09	s_6192	2201389	97127	Aph3-III;BlaZ;Aac6-Aph2;TetK;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N143_BC03	s_6171	2602443	2543107	BlaZ;MECA;TetK;	HIGH_QUAL
Staphylococcus_haemolyticus	N112_BC11	s_5991	2525860	2465870	Aac6-Aph2;MECA;BlaZ;Dfr;TetK;	HIGH_QUAL
Staphylococcus_haemolyticus	N235_BC02	s_6607	2586716	287351	TetK;	HIGH_QUAL
Staphylococcus_haemolyticus	N166_BC12	s_6292	2569948	2544377	Dfr;Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N220_BC05	s_6556	2660614	893416	MECA;Aac6-Aph2;BlaZ;MphC;Dfr;	HIGH_QUAL
Staphylococcus_haemolyticus	N213_BC04	s_6536	2544545	2519225	Aac6-Aph2;MECA;Dfr;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N189_BC03	s_6422	2565096	2539574	MphC;Dfr;Aph3-III;MECA;BlaZ;Aac6-Aph2;Sat4A;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N113_BC07	s_5997	2578011	243337	Aac6-Aph2;BlaZ;Dfr;BlaZ;TetK;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N131_BC11	s_6119	2772153	2591997	MphC;Aph3-III;BlaZ;Aac6-Aph2;Sat4A;MsrA;MECA;Far1;	HIGH_QUAL
Staphylococcus_haemolyticus	N209_BC01	s_6519	1637622	63255		MEDIUM_QUAL
Staphylococcus_haemolyticus	N208_BC02	s_6513	1911298	42206	MsrA;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N119_BC01	s_6031	2646341	2564730	BlaZ;MECA;TetK;MECA;MphC;MphC;MsrA;MsrA;BlaZ;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N230_BC07	s_6584	2660461	2546849	BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N205_BC01	s_6509	2681663	2620859	MphC;Aph3-III;BlaZ;MECA;Aac6-Aph2;Sat4A;Aac6-Aph2;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N139_BC05	s_6154	1372701	49992	BlaZ;MphC;MsrA;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N109_BC05	s_5982	2658919	1477117	TetK;BlaZ;MECA;MECA;TetK;TetK;	HIGH_QUAL
Staphylococcus_haemolyticus	N210_BC07	s_6528	2589861	2564093	BlaZ;MECA;TetK;	HIGH_QUAL
Staphylococcus_haemolyticus	N160_BC10	s_6266	2626778	155029	MECA;Far1;	HIGH_QUAL
Staphylococcus_haemolyticus	N162_BC05	s_6274	2565882	144392	MphC;MsrA;Aac6-Aph2;BlaZ;Aph3-III;MECA;Sat4A;	HIGH_QUAL
Staphylococcus_haemolyticus	N170_BC02	s_6310	2664781	2573639	MsrA;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N107_BC09	s_5969	2579802	2554132	MphC;BlaZ;MECA;Aph3-III;Aac6-Aph2;MsrA;Dfr;Sat4A;	HIGH_QUAL
Staphylococcus_haemolyticus	N187_BC08	s_6413	2556177	2501262	Far1;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N177_BC12	s_6359	2625597	2553945	Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N177_BC05	s_6354	2639605	2561115	Aac6-Aph2;Aac6-Aph2;MphC;Aph3-III;Aac6-Aph2;MECA;Sat4A;BlaZ;TetK;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N157_BC07	s_6248	2707138	2668833	Aph3-III;BlaZ;MECA;TetK;Aac6-Aph2;TetM;	HIGH_QUAL
Staphylococcus_haemolyticus	N136_BC05	s_6146	2317650	393429	Dfr;MECA;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N207_BC09	s_6510	2632440	176576	TetL;MphC;Aac6-Aph2;MsrA;MECA;Aph3-III;BlaZ;Sat4A;Aac6-Aph2;	HIGH_QUAL
Staphylococcus_haemolyticus	N167_BC05	s_6293	2379351	133302	Far1;BlaZ;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N162_BC03	s_6272	2583866	2558157	Aac6-Aph2;Dfr;MECA;Aac6-Aph2;BlaZ;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N183_BC12	s_6392	2332953	81986		MEDIUM_QUAL
Staphylococcus_haemolyticus	N155_BC08	s_6238	2711056	2630417	MphC;Aph3-III;BlaZ;MECA;Sat4A;Aac6-Aph2;Aac6-Aph2;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N127_BC02	s_6091	2581953	2556262	BlaZ;MECA;TetK;	HIGH_QUAL
Staphylococcus_haemolyticus	N204_BC01	s_6502	2667339	2620166	Aac6-Aph2;Dfr;MECA;BlaZ;MphC;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N145_BC01	s_6183	2298620	55030	BlaZ;Aph3-III;MECA;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N189_BC08	s_6426	2591298	2535235	MECA;TetK;TetK;BlaZ;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N176_BC06	s_6347	2943573	2629966	MphC;Aph3-III;Aac6-Aph2;Aac6-Aph2;MECA;BlaZ;Sat4A;MsrA;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N168_BC11	s_6302	2557083	1129425	MECA;Aph3-III;Sat4A;Far1;BlaZ;Aac6-Aph2;TetK;	HIGH_QUAL
Staphylococcus_haemolyticus	N103_BC08	s_5952	2551962	353981	Aac6-Aph2;TetK;Sat4A;	HIGH_QUAL
Staphylococcus_haemolyticus	N104_BC12	s_5958	2524561	120336	Dfr;MECA;Aac6-Aph2;MphC;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N162_BC06	s_6275	2500930	2476042		HIGH_QUAL
Staphylococcus_haemolyticus	N120_BC11	s_6045	2529033	2503866		HIGH_QUAL
Staphylococcus_haemolyticus	N176_BC03	s_6344	2639347	2580240	MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N127_BC07	s_6095	2625128	2599009	Aac6-Aph2;MECA;Dfr;BlaZ;MphC;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N124_BC01	s_6070	2573243	2547639	BlaZ;MECA;TetK;	HIGH_QUAL
Staphylococcus_haemolyticus	N224_BC08	s_6575	2462674	427031	MECA;TetK;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N168_BC09	s_6300	2597917	2572068		HIGH_QUAL
Staphylococcus_haemolyticus	N227_BC01	s_6579	1801369	25814		MEDIUM_QUAL
Staphylococcus_haemolyticus	N188_BC05	s_6415	2696478	1864336	Dfr;Far1;MphC;Aac6-Aph2;BlaZ;Aph3-III;Sat4A;MsrA;TetK;BlaZ;Far1;	HIGH_QUAL
Staphylococcus_haemolyticus	N189_BC12	s_6430	2693358	2107043	Dfr;Aac6-Aph2;MECA;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N107_BC10	s_5970	2653089	2606542	Aac6-Aph2;MECA;Dfr;MphC;MsrA;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N203_BC03	s_6497	2690767	2663999	MECA;Aac6-Aph2;Aph3-III;BlaZ;TetK;TetM;	HIGH_QUAL
Staphylococcus_haemolyticus	N140_BC11	s_6162	2655632	2583247	MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N225_BC02	s_6576	2569727	964386	BlaZ;Sat4A;Aph3-III;TetK;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N193_BC04	s_6454	2594909	2569090	BlaZ;MECA;Far1;	HIGH_QUAL
Staphylococcus_haemolyticus	N149_BC08	s_6208	2685253	2631574	MphC;BlaZ;Aph3-III;MECA;Aac6-Aph2;Aac6-Aph2;Sat4A;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N144_BC08	s_6179	2814862	1490883	Aac6-Aph2;MsrA;MphC;MECA;Dfr;Aac6-Aph2;Dfr;TetK;MECA;BlaZ;MECA;	HIGH_QUAL
Staphylococcus_haemolyticus	N231_BC10	s_6588	2044996	53503	TetK;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N221_BC07	s_6558	2727474	184536	Aph3-III;Sat4A;MECA;Aac6-Aph2;MphC;Aac6-Aph2;MsrA;BlaZ;ErmC;	HIGH_QUAL
Staphylococcus_haemolyticus	N169_BC11	s_6309	2588951	2563191	MECA;Far1;	HIGH_QUAL
Staphylococcus_haemolyticus	N208_BC08	s_6517	2438225	67858	MECA;TetK;BlaZ;VgaA;	HIGH_QUAL
Staphylococcus_haemolyticus	N223_BC04	s_6567	2559610	2534141	Far1;	HIGH_QUAL
Staphylococcus_haemolyticus	N201_BC04	s_6487	2646298	1002101	MECA;TetK;	HIGH_QUAL
Staphylococcus_haemolyticus	N177_BC11	s_6358	2688062	2661321	MphC;Aph3-III;Aac6-Aph2;Sat4A;Aac6-Aph2;MECA;BlaZ;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N190_BC09	s_6436	2420424	174727	TetK;BlaZ;BlaZ;MphC;MsrA;Aac6-Aph2;Dfr;MECA;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N131_BC07	s_6117	2679057	516939	Aac6-Aph2;BlaZ;Dfr;	HIGH_QUAL
Staphylococcus_haemolyticus	N200_BC06	s_6484	2572789	638716	Aac6-Aph2;BlaZ;MECA;	HIGH_QUAL
Staphylococcus_haemolyticus	N179_BC06	s_6370	2654381	2627974	Aac6-Aph2;MECA;BlaZ;Dfr;MphC;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N144_BC04	s_6176	2915905	2617578	Aph3-III;AadD;BlaZ;Aac6-Aph2;MECA;Aac6-Aph2;TetK;TetM;BlaZ;BlaZ;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N118_BC08	s_6026	2599710	2573843	MphC;Aph3-III;MECA;Aac6-Aph2;BlaZ;Far1;Sat4A;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N122_BC03	s_6059	2611240	2570601	MECA;Aac6-Aph2;Dfr;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N121_BC03	s_6049	2525505	716383	Dfr;MECA;Aac6-Aph2;BlaZ;MphC;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N116_BC05	s_6012	2327347	269397	MECA;Aac6-Aph2;BlaZ;Dfr;	MEDIUM_QUAL
Staphylococcus_haemolyticus	N200_BC10	s_6486	2553968	1498887	MECA;BlaZ;TetK;	HIGH_QUAL
Staphylococcus_haemolyticus	N130_BC07	s_6114	2734270	694600	MECA;BlaZ;Dfr;Aac6-Aph2;Aac6-Aph2;Aac6-Aph2;MphC;MsrA;	HIGH_QUAL
Staphylococcus_haemolyticus	N210_BC01	s_6524	2697152	835357	MECA;Aac6-Aph2;BlaZ;	HIGH_QUAL
Staphylococcus_haemolyticus	N104_BC09	s_5957	1417268	20936		MEDIUM_QUAL
Staphylococcus_haemolyticus	N147_BC02	s_6193	2630358	2568115	Sat4A;Aph3-III;MECA;TetK;Far1;BlaZ;Aac6-Aph2;	HIGH_QUAL
Staphylococcus_haemolyticus	N141_BC05	s_6165	2608663	2559996	MphC;BlaZ;Dfr;MECA;Aph3-III;Aac6-Aph2;Sat4A;MsrA;	HIGH_QUAL
