p_219	N179_BC03	2983	
p_220	N179_BC03	38468	ErmB;Sat4A;Aph3-III;Ant6-Ia;
p_221	N179_BC03	55804	
p_222	N165_BC05	2265	
p_223	N165_BC05	2269	
p_224	N165_BC05	5583	
p_225	N165_BC05	4093	
p_226	N106_BC10	13086	
p_227	N106_BC10	94006	
p_228	N106_BC10	10518	
p_229	N106_BC10	55206	
p_230	N117_BC12	215313	SulII;StrA;StrB;
p_231	N117_BC12	14545	
p_232	N117_BC12	13868	
p_233	N117_BC07	33390	BlaZ;
p_234	N126_BC02	31874	TetL;
p_235	N231_BC09	8965	
p_236	N231_BC09	4648	
p_237	N128_BC10	20250	BlaZ;
p_238	N128_BC10	26804	
p_239	N129_BC05	109825	
p_240	N206_BC10	4565	
p_241	N206_BC10	89606	
p_242	N206_BC10	7272	
p_243	N206_BC10	3039	
p_244	N163_BC04	2972	
p_245	N163_BC04	67994	
p_246	N121_BC12	22791	MsrA;AadD;MphC;
p_247	N121_BC12	19756	LnuA;AadD;TetK;
p_248	N121_BC12	37593	
p_249	N178_BC05	67375	
p_250	N178_BC05	94487	
p_251	N178_BC05	4315	
p_252	N178_BC05	97610	
p_253	N178_BC05	5758	
p_254	N195_BC08	59129	
p_255	N233_BC02	3046	
p_256	N233_BC02	273103	
p_257	N233_BC02	197883	
p_258	N233_BC02	78110	
p_259	N233_BC02	4645	
p_260	N177_BC07	9916	
p_261	N177_BC07	70415	
p_262	N215_BC04	71946	
p_263	N215_BC04	59142	
p_264	N136_BC09	20251	BlaZ;
p_265	N143_BC12	2438	ErmC;
p_266	N238_BC02	54810	
p_267	N238_BC02	38873	
p_268	N238_BC02	256276	
p_269	N238_BC02	6688	
p_270	N189_BC02	2975	
p_271	N189_BC02	39324	AadD;
p_272	N123_BC03	3734	CatA;
p_273	N123_BC03	59571	
p_274	N123_BC03	43950	BlaZ;
p_275	N205_BC07	9092	
p_276	N205_BC07	352258	
p_277	N109_BC02	48945	
p_278	N109_BC02	60716	
p_279	N109_BC02	12598	MsrA;
p_280	N109_BC02	30626	BlaZ;
p_281	N129_BC10	12626	MsrA;
p_282	N129_BC10	56236	
p_283	N129_BC10	50315	
p_284	N129_BC10	22733	BlaZ;
p_285	N126_BC07	32968	Mcr1;
p_286	N126_BC07	6079	
p_287	N126_BC07	109786	
p_288	N126_BC07	167718	Aph3''Ia;SulI;DfrA1;TetA;DHA;QnrB;AadA;SulIII;
p_289	N126_BC07	13605	Tet-39;
p_290	N174_BC03	7120	
p_291	N174_BC03	88777	
p_292	N211_BC08	2463	
p_293	N226_BC08	203878	
p_294	N226_BC08	11535	
p_295	N226_BC08	10175	
p_296	N226_BC08	352920	
p_297	N196_BC07	66965	CatBx;OXA-1;OXA-48;AacAad;
p_298	N157_BC05	295454	StrA;StrB;
p_299	N157_BC05	4410	
p_300	N226_BC06	203891	
p_301	N226_BC06	3131	
p_302	N226_BC06	10177	
p_303	N226_BC06	353006	
p_304	N232_BC06	2516	
p_305	N214_BC11	3925	
p_306	N214_BC11	232918	
p_307	N222_BC10	5626	
p_308	N222_BC10	168393	
p_309	N222_BC10	7476	
p_310	N222_BC10	58578	
p_311	N222_BC10	58488	
p_312	N222_BC10	50952	
p_313	N222_BC10	48590	
p_314	N222_BC10	73650	
p_315	N222_BC10	14812	
p_316	N145_BC07	233939	
p_317	N145_BC07	348335	
p_318	N126_BC08	23888	MsrA;
p_319	N126_BC08	24208	MsrA;MphC;
p_320	N126_BC08	7890	
p_321	N126_BC08	25722	BlaZ;LnuA;AadD;Aac6-Aph2;
p_322	N126_BC08	13863	
p_323	N126_BC08	7000	
p_324	N168_BC03	238090	MphA;SHV-OKP-LEN;
p_325	N168_BC03	217363	TEM-1D;SulII;StrA;StrB;
p_326	N208_BC03	30680	AadD;
p_327	N137_BC06	67945	
p_328	N160_BC10	59730	
p_329	N138_BC03	39052	
p_330	N138_BC03	181171	
p_331	N195_BC05	2451	ErmC;
p_332	N164_BC04	73001	
p_333	N164_BC12	69861	
p_334	N166_BC06	2327	
p_335	N166_BC06	5891	
p_336	N237_BC01	55336	
p_337	N175_BC07	52901	
p_338	N102_BC03	3753	CatA;
p_339	N102_BC03	29388	MsrA;MphC;
p_340	N102_BC03	33774	
p_341	N108_BC10	32077	
p_342	N108_BC10	15878	Aac6-Aph2;
p_343	N108_BC10	7996	
p_344	N229_BC07	10169	
p_345	N229_BC07	242054	
p_346	N229_BC07	3332	
p_347	N229_BC07	203972	
p_348	N229_BC07	93131	
p_349	N210_BC08	31727	ErmB;Sat4A;Aph3-III;Ant6-Ia;
p_350	N210_BC08	11881	
p_351	N151_BC07	70137	
p_352	N185_BC01	23801	BlaZ;
p_353	N185_BC01	4964	TetK;
p_354	N138_BC01	8651	
p_355	N142_BC01	5993	VgaA;
p_356	N142_BC01	4966	TetK;
p_357	N142_BC01	25787	VgaA;Sat4A;Aph3-III;
p_358	N105_BC06	2965	
p_359	N105_BC06	4818	
p_367	N173_BC06	2977	
p_368	N173_BC06	3132	
p_369	N173_BC06	7834	
p_370	N173_BC06	6518	
p_371	N173_BC06	57274	
p_372	N173_BC06	41853	
p_373	N173_BC06	3797	
p_374	N173_BC06	200274	
p_375	N173_BC06	69057	
p_376	N108_BC07	17368	
p_377	N236_BC05	6007	
p_378	N236_BC05	24693	MsrA;MphC;
p_379	N236_BC05	10861	
p_380	N236_BC05	49250	
p_381	N236_BC05	8436	
p_382	N204_BC01	2447	ErmC;
p_383	N156_BC11	109748	
p_384	N179_BC09	7092	
p_385	N179_BC09	61066	
p_386	N179_BC09	4082	
p_387	N220_BC12	39235	
p_388	N220_BC12	181384	
p_389	N195_BC10	220692	
p_390	N195_BC10	296154	StrA;StrB;
p_391	N195_BC10	82971	
p_392	N195_BC10	76652	
p_393	N197_BC01	8237	
p_394	N197_BC01	200212	OXA-7;SulI;AacAad;CmlA;
p_395	N210_BC12	6253	
p_396	N210_BC12	7753	
p_397	N210_BC12	5142	
p_398	N133_BC05	22549	MsrA;MphC;
p_399	N178_BC07	2449	ErmC;
p_400	N178_BC07	2974	
p_401	N118_BC05	109896	
p_402	N235_BC10	8678	
p_403	N235_BC10	4675	
p_404	N235_BC10	4664	
p_405	N171_BC03	3289	
p_406	N171_BC03	85251	TEM-1D;SulII;StrA;StrB;
p_407	N171_BC03	153900	
p_408	N171_BC03	283970	MphA;SHV-OKP-LEN;
p_409	N171_BC03	71381	Aac3-IIa;AadB;
p_410	N171_BC03	171792	
p_411	N197_BC12	5619	
p_412	N197_BC12	7476	
p_413	N197_BC12	8345	
p_414	N203_BC12	2447	
p_415	N203_BC12	6062	VgaA;
p_416	N203_BC12	3137	
p_417	N203_BC12	10160	
p_418	N203_BC12	4823	
p_419	N203_BC12	7139	
p_420	N203_BC12	3966	
p_421	N203_BC12	8813	
p_422	N203_BC12	93123	
p_423	N233_BC06	110823	
p_424	N233_BC06	3787	
p_425	N233_BC06	31613	
p_426	N126_BC12	22992	Aac6-Aph2;
p_427	N126_BC12	4083	
p_428	N126_BC12	6518	
p_429	N112_BC02	4644	
p_430	N112_BC02	103393	
p_431	N112_BC02	154259	
p_432	N124_BC11	4955	
p_433	N136_BC12	8302	
p_434	N154_BC04	8699	
p_435	N147_BC07	126159	
p_436	N171_BC06	4075	
p_437	N171_BC06	22612	AadD;TetK;
p_438	N196_BC05	4564	CatA;
p_439	N196_BC05	20800	
p_440	N114_BC10	21116	
p_441	N151_BC02	4399	
p_442	N151_BC02	24591	MsrA;MphC;
p_443	N151_BC02	10466	
p_444	N172_BC08	2446	
p_445	N172_BC08	4956	
p_446	N129_BC08	5999	AadB;
p_447	N129_BC08	109825	
p_448	N126_BC06	8656	
p_449	N126_BC06	7378	
p_450	N238_BC09	2391	ErmC;
p_451	N238_BC09	6025	VgaA;
p_452	N238_BC09	34232	BlaZ;
p_453	N238_BC09	4959	TetK;
p_454	N238_BC09	19990	
p_455	N232_BC02	3130	
p_456	N128_BC08	8055	
p_457	N128_BC08	6128	
p_458	N128_BC08	20049	BlaZ;
p_459	N128_BC08	4940	TetK;
p_460	N128_BC08	7084	
p_461	N128_BC08	418775	
p_462	N128_BC08	11489	
p_463	N132_BC09	3737	CatA;
p_464	N132_BC09	36308	TetK;
p_465	N132_BC09	4934	TetK;
p_466	N132_BC09	34385	BlaZ;
p_467	N130_BC08	3730	CatA;
p_468	N130_BC08	9034	
p_469	N130_BC08	8932	
p_470	N189_BC05	19491	
p_471	N189_BC05	4928	
p_472	N129_BC04	20379	MsrA;MphC;
p_473	N129_BC04	8251	
p_474	N123_BC10	6009	VgaA;
p_475	N123_BC10	4089	
p_476	N123_BC10	6558	
p_477	N123_BC10	4457	
p_478	N123_BC10	4284	
p_479	N123_BC10	34163	
p_480	N225_BC08	7258	
p_481	N225_BC08	89545	
p_482	N123_BC06	149568	SulII;StrA;StrB;
p_483	N123_BC06	7600	
p_484	N123_BC06	7597	
p_485	N123_BC06	83767	
p_486	N133_BC11	34868	
p_487	N133_BC11	82848	
p_488	N133_BC11	114029	
p_489	N133_BC11	214166	
p_490	N133_BC11	114044	
p_491	N197_BC03	38520	ErmB;Sat4A;Aph3-III;Ant6-Ia;
p_492	N197_BC03	55279	
p_493	N193_BC09	247460	
p_494	N193_BC09	203872	
p_495	N193_BC09	3978	
p_496	N130_BC05	26057	Aac6-Aph2;
p_497	N130_BC05	9444	
p_498	N216_BC11	109938	
p_499	N216_BC11	3661	
p_500	N216_BC11	2795	
p_501	N197_BC06	3747	CatA;
p_502	N197_BC06	31536	BlaZ;AadD;
p_504	N199_BC03	2982	
p_505	N199_BC03	40380	Far1;VgaA;AadD;
p_506	N139_BC12	16756	
p_507	N142_BC09	183032	
p_508	N210_BC04	4081	
p_509	N210_BC04	17103	
p_510	N098_BC04	18510	
p_511	N159_BC10	5487	
p_512	N101_BC12	29049	AadD;
p_513	N154_BC06	54556	
p_514	N122_BC09	11853	
p_515	N122_BC09	29067	AadD;
p_516	N175_BC06	4969	
p_517	N175_BC06	52888	
p_518	N240_BC05	2984	
p_519	N115_BC04	4647	
p_520	N115_BC04	3800	
p_521	N162_BC03	3732	CatA;
p_522	N162_BC03	2196	
p_523	N162_BC03	25276	
p_524	N186_BC09	4399	TetK;
p_525	N186_BC09	2995	
p_526	N186_BC09	24673	MsrA;MphC;
p_527	N186_BC09	4498	TetK;
p_528	N186_BC09	64991	
p_529	N186_BC09	94466	
p_530	N186_BC09	55269	
p_531	N186_BC09	4252	
p_532	N186_BC09	16173	
p_533	N186_BC09	51213	
p_534	N186_BC09	4315	
p_535	N106_BC03	6031	AadB;
p_536	N106_BC03	109837	
p_537	N106_BC03	13597	Tet-39;
p_538	N106_BC03	13624	Tet-39;
p_539	N146_BC07	15549	BlaZ;
p_540	N146_BC07	11421	
p_541	N146_BC07	11378	
p_542	N104_BC10	66785	
p_543	N179_BC06	2448	ErmC;
p_544	N211_BC11	12016	
p_545	N148_BC12	109078	
p_546	N102_BC11	55102	
p_547	N128_BC02	134565	
p_548	N128_BC02	7557	
p_549	N128_BC02	9944	
p_550	N128_BC02	71959	
p_551	N128_BC02	10680	
p_552	N191_BC02	2545	
p_553	N221_BC12	53122	
p_554	N221_BC12	124665	
p_555	N221_BC12	53453	
p_556	N221_BC12	97691	
p_557	N221_BC12	16379	
p_558	N221_BC12	5751	
p_559	N176_BC09	2511	
p_560	N176_BC09	4847	CatA;
p_561	N176_BC09	5427	
p_562	N160_BC03	302226	ErmB;Aac6-Aph2;Aph3-III;Ant6-Ia;
p_563	N227_BC01	35541	TetK;
p_564	N227_BC01	19901	BlaZ;
p_565	N227_BC01	2692	
p_566	N227_BC01	13286	
p_567	N166_BC05	2398	
p_568	N166_BC05	26460	Aac6-Aph2;
p_569	N189_BC12	61038	
p_570	N189_BC12	12569	
p_571	N189_BC12	272243	
p_572	N234_BC12	2317	ErmC;
p_573	N234_BC12	23083	Aac6-Aph2;
p_574	N234_BC12	23202	Aac6-Aph2;
p_575	N234_BC12	3752	
p_576	N122_BC11	6008	
p_577	N122_BC11	45866	ErmC;Far1;TetL;AadD;
p_578	N215_BC05	85275	TEM-1D;SulII;StrA;StrB;
p_579	N215_BC05	83628	AadB;
p_580	N215_BC05	152588	
p_581	N215_BC05	281264	MphA;SHV-OKP-LEN;
p_582	N190_BC09	6205	VgaA;
p_583	N205_BC03	94438	
p_584	N239_BC05	73841	
p_585	N239_BC05	356062	
p_586	N239_BC05	9701	
p_587	N239_BC05	9693	
p_588	N221_BC09	2980	
p_589	N221_BC09	55300	
p_590	N221_BC09	122132	
p_591	N221_BC09	94529	
p_592	N221_BC09	23796	
p_593	N221_BC09	97605	
p_594	N115_BC07	68250	
p_595	N115_BC07	2779	
p_596	N157_BC10	60896	
p_597	N108_BC09	8003	
p_598	N108_BC09	37498	
p_599	N200_BC12	3131	
p_600	N200_BC12	4654	
p_601	N200_BC12	3960	
p_604	N191_BC05	171480	
p_605	N128_BC11	32236	
p_606	N128_BC11	26846	
p_607	N234_BC10	2450	ErmC;
p_608	N234_BC10	4240	
p_609	N234_BC10	25071	LnuA;AadD;TetK;Aac6-Aph2;
p_610	N234_BC10	54844	
p_611	N234_BC10	4987	
p_612	N234_BC10	7663	
p_613	N234_BC10	69285	CatA;ErmB;TetS;Aac6-Aph2;
p_614	N168_BC11	40620	AadD;Aac6-Aph2;
p_615	N168_BC11	3758	CatA;
p_616	N235_BC06	3140	
p_617	N235_BC06	9101	
p_618	N235_BC06	297638	
p_619	N139_BC02	109724	
p_620	N139_BC02	40782	Tet-39;
p_621	N139_BC02	13875	Tet-39;
p_622	N202_BC07	46077	ErmC;Far1;TetL;AadD;
p_623	N194_BC12	126876	CatBx;Aac3-IIa;CTX-M-1;TEM-1D;OXA-1;CatA1;Qnr-S;AacAad;
p_624	N194_BC12	4955	
p_625	N194_BC12	94458	
p_626	N194_BC12	16165	
p_627	N194_BC12	4310	
p_628	N194_BC12	58403	
p_629	N194_BC12	12139	
p_630	N195_BC09	122064	
p_631	N195_BC09	94411	
p_632	N195_BC09	4247	
p_633	N195_BC09	97556	
p_634	N195_BC09	51204	
p_635	N195_BC09	4306	
p_636	N221_BC08	3000	
p_637	N221_BC08	122216	
p_638	N221_BC08	38806	
p_639	N221_BC08	95892	
p_640	N131_BC12	109739	
p_641	N131_BC12	19358	
p_642	N131_BC12	4544	CatA;
p_643	N131_BC12	13628	Tet-39;
p_644	N206_BC02	65018	
p_645	N137_BC12	8649	
p_646	N186_BC11	2033	
p_647	N186_BC11	61080	
p_648	N225_BC07	3028	
p_649	N225_BC07	3960	
p_650	N173_BC11	5153	
p_651	N173_BC11	62962	
p_652	N173_BC11	6227	
p_653	N173_BC11	253352	
p_654	N173_BC11	98211	Aph3-III;Ant6-Ia;TetL;
p_655	N141_BC03	41523	
p_656	N176_BC06	2383	ErmC;
p_657	N176_BC06	11874	
p_658	N192_BC01	207688	
p_659	N192_BC01	5929	
p_660	N167_BC07	4444	
p_661	N167_BC07	5887	
p_662	N156_BC12	109750	
p_663	N159_BC09	8371	CatA;Aac6-Aph2;
p_664	N170_BC02	24962	MsrA;MphC;
p_665	N170_BC02	2330	LnuA;
p_666	N170_BC02	4960	TetK;
p_667	N170_BC02	6983	
p_668	N170_BC02	11715	
p_669	N228_BC06	62075	Aph3''Ia;SulI;TetC;AadB;
p_670	N230_BC03	3961	
p_671	N230_BC03	4293	
p_672	N169_BC10	481567	
p_673	N169_BC10	5328	
p_674	N169_BC10	45165	
p_675	N216_BC02	68198	
p_676	N216_BC02	109322	
p_677	N216_BC02	3127	
p_678	N114_BC03	2385	
p_679	N114_BC03	4948	TetK;
p_680	N114_BC03	8592	
p_681	N114_BC03	55300	
p_682	N142_BC08	183066	
p_683	N239_BC06	4300	CatA;
p_684	N239_BC06	2330	
p_685	N239_BC06	10257	
p_686	N175_BC12	183890	
p_687	N175_BC12	4645	
p_688	N175_BC12	378679	
p_689	N132_BC04	19560	LnuA;AadD;TetK;
p_690	N105_BC03	31494	ErmC;LnuA;AadD;TetK;Aac6-Aph2;
p_691	N115_BC06	68275	
p_692	N115_BC06	2784	
p_693	N189_BC10	60170	
p_694	N189_BC10	36282	Aac6-Aph2;
p_695	N110_BC07	2437	ErmC;
p_696	N110_BC07	3742	
p_698	N229_BC12	3045	
p_699	N229_BC12	297561	
p_700	N229_BC12	4211	
p_701	N222_BC06	2435	ErmC;
p_702	N222_BC06	2434	
p_703	N222_BC06	3540	
p_704	N222_BC06	4971	TetK;
p_705	N222_BC06	3480	
p_706	N222_BC06	5014	
p_707	N159_BC03	67911	
p_708	N167_BC08	7123	
p_709	N167_BC08	8137	
p_710	N150_BC10	67951	
p_711	N102_BC02	29331	MphC;
p_712	N154_BC03	3907	
p_713	N176_BC03	10519	
p_714	N176_BC03	10859	
p_715	N176_BC03	9028	
p_716	N176_BC03	122301	
p_717	N176_BC03	8430	
p_718	N176_BC03	6015	
p_719	N176_BC03	61334	
p_720	N178_BC09	3538	
p_721	N178_BC09	3476	
p_722	N218_BC03	2271	
p_723	N218_BC03	2266	
p_724	N218_BC03	17585	
p_725	N125_BC05	29019	AadD;
p_726	N209_BC04	6020	
p_727	N209_BC04	4097	
p_728	N233_BC07	2386	ErmC;
p_729	N233_BC07	195981	SulI;DfrA;StrA;StrB;CTX-M-1;DfrA1;TetA;TEM-1D;DHA;QnrB;Qnr-S;SulII;AadA;
p_730	N233_BC07	52881	
p_731	N233_BC07	8304	
p_732	N233_BC07	55340	
p_733	N193_BC06	7112	
p_734	N193_BC06	4660	
p_735	N218_BC04	2669	
p_736	N218_BC04	69519	SHV-OKP-LEN;
p_737	N218_BC04	172525	
p_738	N227_BC07	195022	
p_739	N163_BC11	355683	
p_740	N163_BC11	348497	
p_741	N237_BC07	1471	
p_742	N237_BC07	51234	
p_743	N237_BC07	97576	
p_744	N203_BC01	220230	
p_745	N179_BC11	26772	MsrA;MphC;
p_746	N179_BC11	4355	
p_747	N124_BC01	17386	
p_748	N239_BC08	6030	
p_749	N129_BC07	6007	AadB;
p_750	N129_BC07	109807	
p_751	N129_BC07	13625	Tet-39;
p_752	N129_BC07	13584	
p_753	N221_BC05	35975	
p_754	N230_BC01	4948	
p_755	N230_BC01	47553	
p_756	N224_BC09	108123	
p_757	N224_BC09	95896	
p_758	N224_BC09	116534	
p_759	N224_BC09	14198	
p_760	N131_BC03	5064	
p_761	N131_BC03	2971	
p_762	N230_BC11	3752	CatA;
p_763	N230_BC11	3142	
p_764	N230_BC11	197952	
p_765	N230_BC11	88000	
p_766	N230_BC11	4662	
p_767	N230_BC11	306938	
p_768	N177_BC12	2988	
p_769	N177_BC12	20129	
p_770	N177_BC12	24712	MsrA;MphC;
p_771	N177_BC12	55282	
p_772	N155_BC02	70219	
p_773	N155_BC02	4658	
p_774	N120_BC12	6005	
p_775	N196_BC02	5261	
p_776	N196_BC02	253353	
p_777	N196_BC02	8005	
p_778	N196_BC02	2972	
p_779	N177_BC11	2397	ErmC;
p_780	N101_BC03	8300	
p_781	N237_BC06	28052	Far1;BlaZ;AadD;
p_782	N218_BC06	67429	
p_783	N218_BC06	108109	
p_784	N218_BC06	5401	
p_785	N218_BC06	53941	
p_786	N218_BC06	4155	
p_787	N218_BC06	94494	
p_788	N218_BC06	4318	
p_789	N218_BC06	16194	
p_790	N204_BC10	2268	
p_791	N185_BC09	194909	
p_792	N224_BC12	109754	
p_793	N224_BC12	254719	
p_794	N224_BC12	112482	
p_795	N224_BC12	2809	
p_796	N174_BC12	3810	
p_797	N174_BC12	66970	CatBx;OXA-1;OXA-48;AacAad;
p_798	N174_BC12	3307	
p_799	N174_BC12	7256	
p_800	N174_BC12	93867	CatBx;OXA-1;AacAad;
p_801	N174_BC12	5052	
p_802	N174_BC12	74558	
p_803	N174_BC12	3481	
p_804	N174_BC12	65037	
p_805	N174_BC12	2364	
p_806	N208_BC12	46688	DfrC;BlaZ;LnuA;
p_809	N175_BC08	55243	AadA;SHV-OKP-LEN;AacAad;
p_810	N175_BC08	200220	OXA-7;SulI;AacAad;CmlA;
p_811	N193_BC03	3757	CatA;
p_812	N198_BC06	3133	
p_813	N198_BC06	266870	
p_814	N198_BC06	6771	
