X1	X2	id	dist
MsrE_MLS	OXA-51_Bla	Acinetobacter_baumannii:N072:tig00000000	773823
MsrE_MLS	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N072:tig00000000	510296
OXA-23_Bla	OXA-51_Bla	Acinetobacter_baumannii:N072:tig00000000	2379445.5
OXA-23_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N072:tig00000000	1095326.5
OXA-51_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N072:tig00000000	1284119
ADC_Bla	ArmA_AGly	Acinetobacter_baumannii:N073:tig00000009	227996
ADC_Bla	BlaA1_Bla	Acinetobacter_baumannii:N073:tig00000009	615940.5
ADC_Bla	BlaA2_Bla	Acinetobacter_baumannii:N073:tig00000009	1271315
ADC_Bla	CARB-5_Bla	Acinetobacter_baumannii:N073:tig00000009	680779.5
ADC_Bla	Mbl_Bla	Acinetobacter_baumannii:N073:tig00000009	783254
ADC_Bla	MphE_MLS	Acinetobacter_baumannii:N073:tig00000009	232627
ADC_Bla	MsrE_MLS	Acinetobacter_baumannii:N073:tig00000009	231399
ADC_Bla	OXA-23_Bla	Acinetobacter_baumannii:N073:tig00000009	2472337.5
ADC_Bla	OXA-51_Bla	Acinetobacter_baumannii:N073:tig00000009	1005529.5
ADC_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N073:tig00000009	3570704
ArmA_AGly	BlaA1_Bla	Acinetobacter_baumannii:N073:tig00000009	387944.5
ArmA_AGly	BlaA2_Bla	Acinetobacter_baumannii:N073:tig00000009	1043319
ArmA_AGly	CARB-5_Bla	Acinetobacter_baumannii:N073:tig00000009	452783.5
ArmA_AGly	Mbl_Bla	Acinetobacter_baumannii:N073:tig00000009	555258
ArmA_AGly	MphE_MLS	Acinetobacter_baumannii:N073:tig00000009	4631
ArmA_AGly	MsrE_MLS	Acinetobacter_baumannii:N073:tig00000009	3403
ArmA_AGly	OXA-23_Bla	Acinetobacter_baumannii:N073:tig00000009	2244341.5
ArmA_AGly	OXA-51_Bla	Acinetobacter_baumannii:N073:tig00000009	777533.5
ArmA_AGly	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N073:tig00000009	3342708
BlaA1_Bla	BlaA2_Bla	Acinetobacter_baumannii:N073:tig00000009	655374.5
BlaA1_Bla	CARB-5_Bla	Acinetobacter_baumannii:N073:tig00000009	64839
BlaA1_Bla	Mbl_Bla	Acinetobacter_baumannii:N073:tig00000009	167313.5
BlaA1_Bla	MphE_MLS	Acinetobacter_baumannii:N073:tig00000009	383313.5
BlaA1_Bla	MsrE_MLS	Acinetobacter_baumannii:N073:tig00000009	384541.5
BlaA1_Bla	OXA-23_Bla	Acinetobacter_baumannii:N073:tig00000009	1856397
BlaA1_Bla	OXA-51_Bla	Acinetobacter_baumannii:N073:tig00000009	389589
BlaA1_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N073:tig00000009	2954763.5
BlaA2_Bla	CARB-5_Bla	Acinetobacter_baumannii:N073:tig00000009	590535.5
BlaA2_Bla	Mbl_Bla	Acinetobacter_baumannii:N073:tig00000009	488061
BlaA2_Bla	MphE_MLS	Acinetobacter_baumannii:N073:tig00000009	1038688
BlaA2_Bla	MsrE_MLS	Acinetobacter_baumannii:N073:tig00000009	1039916
BlaA2_Bla	OXA-23_Bla	Acinetobacter_baumannii:N073:tig00000009	1201022.5
BlaA2_Bla	OXA-51_Bla	Acinetobacter_baumannii:N073:tig00000009	265785.5
BlaA2_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N073:tig00000009	2299389
CARB-5_Bla	Mbl_Bla	Acinetobacter_baumannii:N073:tig00000009	102474.5
CARB-5_Bla	MphE_MLS	Acinetobacter_baumannii:N073:tig00000009	448152.5
CARB-5_Bla	MsrE_MLS	Acinetobacter_baumannii:N073:tig00000009	449380.5
CARB-5_Bla	OXA-23_Bla	Acinetobacter_baumannii:N073:tig00000009	1791558
CARB-5_Bla	OXA-51_Bla	Acinetobacter_baumannii:N073:tig00000009	324750
CARB-5_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N073:tig00000009	2889924.5
Mbl_Bla	MphE_MLS	Acinetobacter_baumannii:N073:tig00000009	550627
Mbl_Bla	MsrE_MLS	Acinetobacter_baumannii:N073:tig00000009	551855
Mbl_Bla	OXA-23_Bla	Acinetobacter_baumannii:N073:tig00000009	1689083.5
Mbl_Bla	OXA-51_Bla	Acinetobacter_baumannii:N073:tig00000009	222275.5
Mbl_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N073:tig00000009	2787450
MphE_MLS	MsrE_MLS	Acinetobacter_baumannii:N073:tig00000009	1228
MphE_MLS	OXA-23_Bla	Acinetobacter_baumannii:N073:tig00000009	2239710.5
MphE_MLS	OXA-51_Bla	Acinetobacter_baumannii:N073:tig00000009	772902.5
MphE_MLS	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N073:tig00000009	3338077
MsrE_MLS	OXA-23_Bla	Acinetobacter_baumannii:N073:tig00000009	2240938.5
MsrE_MLS	OXA-51_Bla	Acinetobacter_baumannii:N073:tig00000009	774130.5
MsrE_MLS	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N073:tig00000009	3339305
OXA-23_Bla	OXA-51_Bla	Acinetobacter_baumannii:N073:tig00000009	1466808
OXA-23_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N073:tig00000009	1098366.5
OXA-51_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N073:tig00000009	2565174.5
ADC_Bla	ArmA_AGly	Acinetobacter_baumannii:N074:tig00000000	228183.5
ADC_Bla	BlaA1_Bla	Acinetobacter_baumannii:N074:tig00000000	615440
ADC_Bla	BlaA2_Bla	Acinetobacter_baumannii:N074:tig00000000	2578039.5
ADC_Bla	CARB-5_Bla	Acinetobacter_baumannii:N074:tig00000000	680260.5
ADC_Bla	Mbl_Bla	Acinetobacter_baumannii:N074:tig00000000	783320.5
ADC_Bla	MphE_MLS	Acinetobacter_baumannii:N074:tig00000000	232815.5
ADC_Bla	MsrE_MLS	Acinetobacter_baumannii:N074:tig00000000	231587.5
ADC_Bla	OXA-23_Bla	Acinetobacter_baumannii:N074:tig00000000	1376451.5
ADC_Bla	OXA-51_Bla	Acinetobacter_baumannii:N074:tig00000000	2844325
ADC_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N074:tig00000000	279240.5
ArmA_AGly	BlaA1_Bla	Acinetobacter_baumannii:N074:tig00000000	387256.5
ArmA_AGly	BlaA2_Bla	Acinetobacter_baumannii:N074:tig00000000	2806223
ArmA_AGly	CARB-5_Bla	Acinetobacter_baumannii:N074:tig00000000	452077
ArmA_AGly	Mbl_Bla	Acinetobacter_baumannii:N074:tig00000000	555137
ArmA_AGly	MphE_MLS	Acinetobacter_baumannii:N074:tig00000000	4632
ArmA_AGly	MsrE_MLS	Acinetobacter_baumannii:N074:tig00000000	3404
ArmA_AGly	OXA-23_Bla	Acinetobacter_baumannii:N074:tig00000000	1604635
ArmA_AGly	OXA-51_Bla	Acinetobacter_baumannii:N074:tig00000000	3072508.5
ArmA_AGly	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N074:tig00000000	507424
BlaA1_Bla	BlaA2_Bla	Acinetobacter_baumannii:N074:tig00000000	3193479.5
BlaA1_Bla	CARB-5_Bla	Acinetobacter_baumannii:N074:tig00000000	64820.5
BlaA1_Bla	Mbl_Bla	Acinetobacter_baumannii:N074:tig00000000	167880.5
BlaA1_Bla	MphE_MLS	Acinetobacter_baumannii:N074:tig00000000	382624.5
BlaA1_Bla	MsrE_MLS	Acinetobacter_baumannii:N074:tig00000000	383852.5
BlaA1_Bla	OXA-23_Bla	Acinetobacter_baumannii:N074:tig00000000	1991891.5
BlaA1_Bla	OXA-51_Bla	Acinetobacter_baumannii:N074:tig00000000	3459765
BlaA1_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N074:tig00000000	894680.5
BlaA2_Bla	CARB-5_Bla	Acinetobacter_baumannii:N074:tig00000000	3258300
BlaA2_Bla	Mbl_Bla	Acinetobacter_baumannii:N074:tig00000000	3361360
BlaA2_Bla	MphE_MLS	Acinetobacter_baumannii:N074:tig00000000	2810855
BlaA2_Bla	MsrE_MLS	Acinetobacter_baumannii:N074:tig00000000	2809627
BlaA2_Bla	OXA-23_Bla	Acinetobacter_baumannii:N074:tig00000000	1201588
BlaA2_Bla	OXA-51_Bla	Acinetobacter_baumannii:N074:tig00000000	266285.5
BlaA2_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N074:tig00000000	2298799
CARB-5_Bla	Mbl_Bla	Acinetobacter_baumannii:N074:tig00000000	103060
CARB-5_Bla	MphE_MLS	Acinetobacter_baumannii:N074:tig00000000	447445
CARB-5_Bla	MsrE_MLS	Acinetobacter_baumannii:N074:tig00000000	448673
CARB-5_Bla	OXA-23_Bla	Acinetobacter_baumannii:N074:tig00000000	2056712
CARB-5_Bla	OXA-51_Bla	Acinetobacter_baumannii:N074:tig00000000	3524585.5
CARB-5_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N074:tig00000000	959501
Mbl_Bla	MphE_MLS	Acinetobacter_baumannii:N074:tig00000000	550505
Mbl_Bla	MsrE_MLS	Acinetobacter_baumannii:N074:tig00000000	551733
Mbl_Bla	OXA-23_Bla	Acinetobacter_baumannii:N074:tig00000000	2159772
Mbl_Bla	OXA-51_Bla	Acinetobacter_baumannii:N074:tig00000000	3627645.5
Mbl_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N074:tig00000000	1062561
MphE_MLS	MsrE_MLS	Acinetobacter_baumannii:N074:tig00000000	1228
MphE_MLS	OXA-23_Bla	Acinetobacter_baumannii:N074:tig00000000	1609267
MphE_MLS	OXA-51_Bla	Acinetobacter_baumannii:N074:tig00000000	3077140.5
MphE_MLS	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N074:tig00000000	512056
MsrE_MLS	OXA-23_Bla	Acinetobacter_baumannii:N074:tig00000000	1608039
MsrE_MLS	OXA-51_Bla	Acinetobacter_baumannii:N074:tig00000000	3075912.5
MsrE_MLS	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N074:tig00000000	510828
OXA-23_Bla	OXA-51_Bla	Acinetobacter_baumannii:N074:tig00000000	1467873.5
OXA-23_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N074:tig00000000	1097211
OXA-51_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N074:tig00000000	2565084.5
ADC_Bla	ArmA_AGly	Acinetobacter_baumannii:N076:tig00000000	228244.5
ADC_Bla	BlaA1_Bla	Acinetobacter_baumannii:N076:tig00000000	615991
ADC_Bla	BlaA2_Bla	Acinetobacter_baumannii:N076:tig00000000	1272536.5
ADC_Bla	CARB-5_Bla	Acinetobacter_baumannii:N076:tig00000000	680826.5
ADC_Bla	Mbl_Bla	Acinetobacter_baumannii:N076:tig00000000	783985
ADC_Bla	MphE_MLS	Acinetobacter_baumannii:N076:tig00000000	232875.5
ADC_Bla	MsrE_MLS	Acinetobacter_baumannii:N076:tig00000000	231648
ADC_Bla	OXA-23_Bla	Acinetobacter_baumannii:N076:tig00000000	1377599
ADC_Bla	OXA-51_Bla	Acinetobacter_baumannii:N076:tig00000000	1006298.5
ADC_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N076:tig00000000	279668.5
ArmA_AGly	BlaA1_Bla	Acinetobacter_baumannii:N076:tig00000000	387746.5
ArmA_AGly	BlaA2_Bla	Acinetobacter_baumannii:N076:tig00000000	1044292
ArmA_AGly	CARB-5_Bla	Acinetobacter_baumannii:N076:tig00000000	452582
ArmA_AGly	Mbl_Bla	Acinetobacter_baumannii:N076:tig00000000	555740.5
ArmA_AGly	MphE_MLS	Acinetobacter_baumannii:N076:tig00000000	4631
ArmA_AGly	MsrE_MLS	Acinetobacter_baumannii:N076:tig00000000	3403.5
ArmA_AGly	OXA-23_Bla	Acinetobacter_baumannii:N076:tig00000000	1605843.5
ArmA_AGly	OXA-51_Bla	Acinetobacter_baumannii:N076:tig00000000	778054
ArmA_AGly	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N076:tig00000000	507913
BlaA1_Bla	BlaA2_Bla	Acinetobacter_baumannii:N076:tig00000000	656545.5
BlaA1_Bla	CARB-5_Bla	Acinetobacter_baumannii:N076:tig00000000	64835.5
BlaA1_Bla	Mbl_Bla	Acinetobacter_baumannii:N076:tig00000000	167994
BlaA1_Bla	MphE_MLS	Acinetobacter_baumannii:N076:tig00000000	383115.5
BlaA1_Bla	MsrE_MLS	Acinetobacter_baumannii:N076:tig00000000	384343
BlaA1_Bla	OXA-23_Bla	Acinetobacter_baumannii:N076:tig00000000	1993590
BlaA1_Bla	OXA-51_Bla	Acinetobacter_baumannii:N076:tig00000000	390307.5
BlaA1_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N076:tig00000000	895659.5
BlaA2_Bla	CARB-5_Bla	Acinetobacter_baumannii:N076:tig00000000	591710
BlaA2_Bla	Mbl_Bla	Acinetobacter_baumannii:N076:tig00000000	488551.5
BlaA2_Bla	MphE_MLS	Acinetobacter_baumannii:N076:tig00000000	1039661
BlaA2_Bla	MsrE_MLS	Acinetobacter_baumannii:N076:tig00000000	1040888.5
BlaA2_Bla	OXA-23_Bla	Acinetobacter_baumannii:N076:tig00000000	2650135.5
BlaA2_Bla	OXA-51_Bla	Acinetobacter_baumannii:N076:tig00000000	266238
BlaA2_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N076:tig00000000	1552205
CARB-5_Bla	Mbl_Bla	Acinetobacter_baumannii:N076:tig00000000	103158.5
CARB-5_Bla	MphE_MLS	Acinetobacter_baumannii:N076:tig00000000	447951
CARB-5_Bla	MsrE_MLS	Acinetobacter_baumannii:N076:tig00000000	449178.5
CARB-5_Bla	OXA-23_Bla	Acinetobacter_baumannii:N076:tig00000000	2058425.5
CARB-5_Bla	OXA-51_Bla	Acinetobacter_baumannii:N076:tig00000000	325472
CARB-5_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N076:tig00000000	960495
Mbl_Bla	MphE_MLS	Acinetobacter_baumannii:N076:tig00000000	551109.5
Mbl_Bla	MsrE_MLS	Acinetobacter_baumannii:N076:tig00000000	552337
Mbl_Bla	OXA-23_Bla	Acinetobacter_baumannii:N076:tig00000000	2161584
Mbl_Bla	OXA-51_Bla	Acinetobacter_baumannii:N076:tig00000000	222313.5
Mbl_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N076:tig00000000	1063653.5
MphE_MLS	MsrE_MLS	Acinetobacter_baumannii:N076:tig00000000	1227.5
MphE_MLS	OXA-23_Bla	Acinetobacter_baumannii:N076:tig00000000	1610474.5
MphE_MLS	OXA-51_Bla	Acinetobacter_baumannii:N076:tig00000000	773423
MphE_MLS	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N076:tig00000000	512544
MsrE_MLS	OXA-23_Bla	Acinetobacter_baumannii:N076:tig00000000	1609247
MsrE_MLS	OXA-51_Bla	Acinetobacter_baumannii:N076:tig00000000	774650.5
MsrE_MLS	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N076:tig00000000	511316.5
OXA-23_Bla	OXA-51_Bla	Acinetobacter_baumannii:N076:tig00000000	2383897.5
OXA-23_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N076:tig00000000	1097930.5
OXA-51_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N076:tig00000000	1285967
ADC_Bla	ArmA_AGly	Acinetobacter_baumannii:N098_BC06:tig00000000	235154.5
ADC_Bla	BlaA1_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	623372
ADC_Bla	BlaA2_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	1280045
ADC_Bla	CARB-5_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	688222.5
ADC_Bla	Mbl_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	791406.5
ADC_Bla	MphE_MLS	Acinetobacter_baumannii:N098_BC06:tig00000000	239788
ADC_Bla	MsrE_MLS	Acinetobacter_baumannii:N098_BC06:tig00000000	238559
ADC_Bla	OXA-23_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	2482159.5
ADC_Bla	OXA-51_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	1013706
ADC_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	280018.5
ArmA_AGly	BlaA1_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	388217.5
ArmA_AGly	BlaA2_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	1044890.5
ArmA_AGly	CARB-5_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	453068
ArmA_AGly	Mbl_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	556252
ArmA_AGly	MphE_MLS	Acinetobacter_baumannii:N098_BC06:tig00000000	4633.5
ArmA_AGly	MsrE_MLS	Acinetobacter_baumannii:N098_BC06:tig00000000	3404.5
ArmA_AGly	OXA-23_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	2247005
ArmA_AGly	OXA-51_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	778551.5
ArmA_AGly	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	515173
BlaA1_Bla	BlaA2_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	656673
BlaA1_Bla	CARB-5_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	64850.5
BlaA1_Bla	Mbl_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	168034.5
BlaA1_Bla	MphE_MLS	Acinetobacter_baumannii:N098_BC06:tig00000000	383584
BlaA1_Bla	MsrE_MLS	Acinetobacter_baumannii:N098_BC06:tig00000000	384813
BlaA1_Bla	OXA-23_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	1858787.5
BlaA1_Bla	OXA-51_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	390334
BlaA1_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	903390.5
BlaA2_Bla	CARB-5_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	591822.5
BlaA2_Bla	Mbl_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	488638.5
BlaA2_Bla	MphE_MLS	Acinetobacter_baumannii:N098_BC06:tig00000000	1040257
BlaA2_Bla	MsrE_MLS	Acinetobacter_baumannii:N098_BC06:tig00000000	1041486
BlaA2_Bla	OXA-23_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	1202114.5
BlaA2_Bla	OXA-51_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	266339
BlaA2_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	1560063.5
CARB-5_Bla	Mbl_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	103184
CARB-5_Bla	MphE_MLS	Acinetobacter_baumannii:N098_BC06:tig00000000	448434.5
CARB-5_Bla	MsrE_MLS	Acinetobacter_baumannii:N098_BC06:tig00000000	449663.5
CARB-5_Bla	OXA-23_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	1793937
CARB-5_Bla	OXA-51_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	325483.5
CARB-5_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	968241
Mbl_Bla	MphE_MLS	Acinetobacter_baumannii:N098_BC06:tig00000000	551618.5
Mbl_Bla	MsrE_MLS	Acinetobacter_baumannii:N098_BC06:tig00000000	552847.5
Mbl_Bla	OXA-23_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	1690753
Mbl_Bla	OXA-51_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	222299.5
Mbl_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	1071425
MphE_MLS	MsrE_MLS	Acinetobacter_baumannii:N098_BC06:tig00000000	1229
MphE_MLS	OXA-23_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	2242371.5
MphE_MLS	OXA-51_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	773918
MphE_MLS	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	519806.5
MsrE_MLS	OXA-23_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	2243600.5
MsrE_MLS	OXA-51_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	775147
MsrE_MLS	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	518577.5
OXA-23_Bla	OXA-51_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	1468453.5
OXA-23_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	2762178
OXA-51_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N098_BC06:tig00000000	1293724.5
ADC_Bla	ArmA_AGly	Acinetobacter_baumannii:N098_BC07:tig00000256	235099.5
ADC_Bla	BlaA1_Bla	Acinetobacter_baumannii:N098_BC07:tig00000256	623192
ADC_Bla	BlaA2_Bla	Acinetobacter_baumannii:N098_BC07:tig00000256	2586181.5
ADC_Bla	CARB-5_Bla	Acinetobacter_baumannii:N098_BC07:tig00000256	688029.5
ADC_Bla	Mbl_Bla	Acinetobacter_baumannii:N098_BC07:tig00000256	791195
ADC_Bla	MphE_MLS	Acinetobacter_baumannii:N098_BC07:tig00000256	239729.5
ADC_Bla	MsrE_MLS	Acinetobacter_baumannii:N098_BC07:tig00000256	238502
ADC_Bla	OXA-23_Bla	Acinetobacter_baumannii:N098_BC07:tig00000256	1384375.5
ADC_Bla	OXA-51_Bla	Acinetobacter_baumannii:N098_BC07:tig00000256	1013645.5
ADC_Bla	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N098_BC07:tig00000256	279972
ArmA_AGly	BlaA1_Bla	Acinetobacter_baumannii:N098_BC07:tig00000256	388092.5
ArmA_AGly	BlaA2_Bla	Acinetobacter_baumannii:N098_BC07:tig00000256	2821281
ArmA_AGly	CARB-5_Bla	Acinetobacter_baumannii:N098_BC07:tig00000256	452930
ArmA_AGly	Mbl_Bla	Acinetobacter_baumannii:N098_BC07:tig00000256	556095.5
ArmA_AGly	MphE_MLS	Acinetobacter_baumannii:N098_BC07:tig00000256	4630
ArmA_AGly	MsrE_MLS	Acinetobacter_baumannii:N098_BC07:tig00000256	3402.5
ArmA_AGly	OXA-23_Bla	Acinetobacter_baumannii:N098_BC07:tig00000256	1619475
ArmA_AGly	OXA-51_Bla	Acinetobacter_baumannii:N098_BC07:tig00000256	778546
ArmA_AGly	Zn-dependent_hydrolase_Bla	Acinetobacter_baumannii:N098_BC07:tig00000256	515071.5
